gene,p_value,response_mean,non_response_mean,DE.r.nr.,FDR,response_variance,non_response_variance,Checkpoint,cancer
ZNF704,0.213014548789841,6.39855818135574,5.8820595517535,0.516498629602246,0.669940547215445,0.806065426429164,2.88069287727646,PD-1,Melanoma
SLC30A3,0.520082564786719,0.121406864611999,0.064777003786392,0.056629860825608,0.866054200637267,0.226996882229863,0.024888873782819,PD-1,Melanoma
H6PD,0.796102802765893,4.36472542103976,4.41158678849642,-0.046861367456654,0.947140853831601,0.569618880807387,0.327671735734035,PD-1,Melanoma
DUSP16,0.002024501064473,3.68749712464904,3.05363436268762,0.633862761961422,0.296830417976717,0.54112503089724,0.453620603959764,PD-1,Melanoma
CS,0.071249886992422,7.03428344198123,6.76833800975397,0.265945432227263,0.526087295083137,0.225223888786239,0.288233340243356,PD-1,Melanoma
NLRP1,0.171158186261491,3.3959800412281,3.79858006972177,-0.402600028493671,0.642678116462356,0.611947564582676,1.32889843146183,PD-1,Melanoma
RBM43,0.420693455914333,1.64077638043972,1.4868523640777,0.153924016362024,0.81210981238886,0.384492971987547,0.498876722264679,PD-1,Melanoma
CCDC34,0.211078633336151,2.90725128376168,2.55433335584858,0.352917927913101,0.665892532829928,1.21140595604564,0.86498058032841,PD-1,Melanoma
LRRC8C,0.283298353697551,2.21874017340813,2.45075097817406,-0.232010804765928,0.729937766556284,0.445306393980245,0.660100616114888,PD-1,Melanoma
NIN,0.125658343649987,6.34215023832463,5.98001242874811,0.36213780957652,0.606429529934655,0.643503459591564,0.715020894058932,PD-1,Melanoma
CTNNB1,0.392621901861103,8.63531186487229,8.42898155378823,0.206330311084065,0.795841234911348,0.417808178982963,0.903459752844584,PD-1,Melanoma
KDM3B,0.785019495689168,5.59850534135851,5.55203489601727,0.046470445341241,0.941595257976995,0.336484790950921,0.381925173699727,PD-1,Melanoma
CHI3L1,0.065799670115589,2.29850908600008,1.60804053392229,0.690468552077791,0.518151366460097,2.78482444084436,1.1237879063875,PD-1,Melanoma
FAM177A1,0.00712304542569,6.23600043857084,5.72973063035668,0.506269808214164,0.313312240938561,0.391622332204705,0.429959673408967,PD-1,Melanoma
YLPM1,0.344233156968671,5.31482036754507,5.45375405688697,-0.138933689341902,0.769153766550463,0.25618477808489,0.277294516014655,PD-1,Melanoma
WDTC1,0.045244630200022,3.88293317362166,3.56832944919529,0.31460372442636,0.495758777173901,0.408830919339184,0.23842279277987,PD-1,Melanoma
CAPN12,0.049687946322277,1.0841326904271,1.73626750983335,-0.652134819406253,0.509963955754299,1.0816264572224,1.48690794858317,PD-1,Melanoma
SCARB1,0.025826815368174,5.94022247398979,5.17057577660792,0.769646697381877,0.446745868082069,0.882544766544411,1.74141551482114,PD-1,Melanoma
TNK2,0.801529435180899,4.69780852353165,4.64165538850487,0.056153135026774,0.94919581958538,0.330452700578388,0.795506046537379,PD-1,Melanoma
UCK2,0.520545526194397,3.96902581970332,4.09460162798431,-0.125575808280983,0.865420990903104,0.431726384369578,0.50654719638939,PD-1,Melanoma
PPT2,0.010757005797295,5.09074561895719,5.93450856871241,-0.843762949755222,0.331208208498701,2.06937463027115,0.864232150081426,PD-1,Melanoma
SOX9,0.351541515938657,3.0343385914962,3.41138557478879,-0.377046983292588,0.76929376515645,2.89390773091477,1.57564403826788,PD-1,Melanoma
PRRX1,0.822605196952813,4.82713870103058,4.75148838253071,0.075650318499874,0.95505331878496,1.79801934579464,1.23186224707992,PD-1,Melanoma
OMD,0.687860004927212,2.06933460836315,2.16511921777662,-0.095784609413467,0.91093374415952,0.5720054653877,0.795735065924753,PD-1,Melanoma
DEK,0.135389475603432,7.39898243944368,6.97832817685617,0.420654262587514,0.615752134982227,0.92918624004069,1.0076860752551,PD-1,Melanoma
TEAD4,0.242731974245944,3.3233273881699,3.10133561271737,0.221991775452535,0.694583409575521,0.434379327857215,0.457807287419202,PD-1,Melanoma
CD5L,0.243159671826355,0.194954437317152,0.064236080503862,0.13071835681329,0.69387268725982,0.358175026700615,0.043196194024619,PD-1,Melanoma
ZNF804B,0.081541130576231,0.28629104972891,0.087742652779604,0.198548396949307,0.545793784878732,0.35761860876829,0.048225867931338,PD-1,Melanoma
ADAMTS9,0.600909122952477,3.70098182261515,3.85527811579372,-0.154296293178565,0.887811511310305,0.974516320328623,1.16093890264035,PD-1,Melanoma
GPR89A,0.683080374324877,6.65941524462936,6.55975397104909,0.099661273580265,0.910084150820552,0.130725868652019,1.09622895188788,PD-1,Melanoma
RILP,0.447952767460794,1.42133720139388,1.25609121634222,0.16524598505166,0.824415164980146,0.46801864147798,0.665344328168281,PD-1,Melanoma
CCDC90B,0.10319894788202,4.50431229595684,4.0141799693293,0.490132326627532,0.570465997358599,0.737718618980774,1.32123631524439,PD-1,Melanoma
MITF,0.059547237054732,7.07159793888557,6.19186238314143,0.879735555744139,0.51357406972414,1.95679025805137,3.04817826783728,PD-1,Melanoma
CHRNA9,0.018407620201331,0.027063715863434,0.413735862825153,-0.386672146961719,0.413701186860579,0.003423212362476,0.499434072186027,PD-1,Melanoma
EPC2,0.712127136656182,4.62412290979774,4.55203859588084,0.072084313916899,0.918575389092745,0.458552141129464,0.492781620351708,PD-1,Melanoma
TMEM131,0.247880735550979,4.46757625107207,4.60848751451604,-0.140911263443967,0.698284341044342,0.151767572225984,0.203759643100382,PD-1,Melanoma
TSEN2,0.891505119096129,4.12923215238748,4.15684669792408,-0.027614545536596,0.977892505057706,0.290701440704304,0.642938808901992,PD-1,Melanoma
RAB40C,0.484400142426835,3.04914345576017,3.24947109180975,-0.200327636049576,0.846463131970615,0.556146569440745,1.29482288480827,PD-1,Melanoma
ASTL,0.693786906852024,0.372351497613395,0.314285875301807,0.058065622311588,0.913674031735407,0.275858605890328,0.272674545743609,PD-1,Melanoma
ATP6V1B1,0.800441718866846,2.831140349564,2.92633314882016,-0.095192799256166,0.948272432624478,1.71906620845772,1.82488838087453,PD-1,Melanoma
CEACAM21,0.77510697144318,0.677968958497314,0.736436788905932,-0.058467830408618,0.942557016221781,0.459521982467969,0.565655634373322,PD-1,Melanoma
LONRF1,0.065090307601316,5.67405512412466,5.19962561534465,0.47442950878001,0.517863196652326,0.556927249518819,0.947210180604969,PD-1,Melanoma
ZKSCAN4,0.983932287195759,2.34221742805949,2.33781847650106,0.004398951558426,0.998525877480469,0.782961431508193,0.500122753839195,PD-1,Melanoma
ARID1B,0.378154956391854,6.25648159264149,6.13671737441886,0.119764218222636,0.787780183173558,0.305133825584005,0.189755570408151,PD-1,Melanoma
ZNF563,0.70224677771875,2.40672017375946,2.50848718947917,-0.101767015719706,0.91503082039612,1.14464621775895,0.75113474312149,PD-1,Melanoma
CCT5,0.253552884199791,7.4126730884492,7.13784134229176,0.274831746157438,0.703957917449194,0.9775845920605,0.578369091898079,PD-1,Melanoma
C9orf116,0.734174369177116,0.870087068995133,0.7946169931883,0.075470075806832,0.925306132908859,0.689214957531618,0.584533328695032,PD-1,Melanoma
EFTUD2,0.673706087518998,6.76878271032201,6.83103800693025,-0.062255296608239,0.909001333685799,0.170518527143063,0.333607321351902,PD-1,Melanoma
AOC3,0.876267061342078,1.75326526741597,1.71413132889037,0.039133938525592,0.970862282069902,1.02150654437305,0.670375828644403,PD-1,Melanoma
TOP1MT,0.578784439442539,4.17359832668344,4.01017590493156,0.16342242175188,0.886164738460257,0.378950855605141,1.48627080982017,PD-1,Melanoma
TRRAP,0.860428081951579,5.07472989150614,5.0482793121904,0.026450579315744,0.969358969750791,0.343546671091818,0.252645045804535,PD-1,Melanoma
MCTP2,0.482686088430975,2.02212824931304,2.28862986939037,-0.266501620077327,0.845387068418073,1.84285805829824,1.78944721157577,PD-1,Melanoma
TLR5,0.840067715605539,1.42587494376898,1.47011337789412,-0.044238434125137,0.96334022210408,0.521825736680889,0.65244122702783,PD-1,Melanoma
SNTA1,0.046349228050186,2.35026764606196,1.95423402352772,0.396033622534238,0.497244854238752,0.286111920131738,0.587840396523764,PD-1,Melanoma
RPTN,0.070256194792935,2.06961180849082,3.40748021589909,-1.33786840740827,0.526323172183566,3.82659341686038,8.26513693458473,PD-1,Melanoma
FANCM,0.06156177448392,3.48577175095099,3.82165584061447,-0.335884089663483,0.513682123674769,0.602076556356129,0.277139218367407,PD-1,Melanoma
FCGR1B,0.180938924517641,3.27738862503437,2.60638703485214,0.671001590182227,0.644804338645621,3.28096971843448,3.02659120862381,PD-1,Melanoma
RBFOX1,0.345396118524079,0.077901749206147,0.174918907739766,-0.097017158533619,0.768406538248294,0.029524423013133,0.1895236188168,PD-1,Melanoma
CDK15,0.888555879335298,1.33761219053073,1.29122045708567,0.046391733445059,0.977094125883351,1.5821139682542,1.26946399955727,PD-1,Melanoma
DNM2,0.108497866186638,7.43145324814118,7.68151324047776,-0.250059992336578,0.583010349020348,0.165864371327181,0.372793702902899,PD-1,Melanoma
MFGE8,0.917375418684874,7.16779357498623,7.13077927158365,0.037014303402582,0.982127577931407,1.78852451187384,1.50222839721769,PD-1,Melanoma
LONP1,0.827140690513823,5.16247494694758,5.12241846338568,0.040056483561893,0.956711565023314,0.498804755809154,0.382250052131422,PD-1,Melanoma
MTMR7,0.929808652523623,1.26449615733049,1.24222394714296,0.022272210187537,0.985840510027629,0.801595198107029,0.808427746768497,PD-1,Melanoma
BBOX1,0.034315994711314,0.602777238195476,1.37137940062492,-0.768602162429449,0.457398042061199,0.571142345055717,2.16420956040443,PD-1,Melanoma
CUTA,0.225885898658301,5.24562270149102,4.97307069173807,0.272552009752958,0.679201837860263,0.487961579956535,0.70896873562877,PD-1,Melanoma
KRAS,0.094751187834263,3.1192353002836,2.72066459489024,0.398570705393355,0.55995951505124,0.84874800668003,0.61460987037927,PD-1,Melanoma
POLH,0.899611938036093,4.86935154211616,4.83768757759587,0.031663964520297,0.978765073220187,0.542151182949935,0.935016779635195,PD-1,Melanoma
RGS7BP,0.001675774765313,0.519025812167277,0.071631094812495,0.447394717354782,0.257985525119956,0.572270417237089,0.0423519679589,PD-1,Melanoma
GLI2,0.459824746598836,1.84925526162984,2.06824872679417,-0.218993465164333,0.829894721440689,1.08959963663607,1.10740035022344,PD-1,Melanoma
RFPL4A,0.999359021373237,0.229468506056732,0.229621466645578,-0.000152960588846,0.999683699417868,0.26813133043001,0.562666142012616,PD-1,Melanoma
MST1,0.984162706292797,4.970663804,4.9649742719043,0.005689532095692,0.997444691466597,0.544648853754771,1.31017456205207,PD-1,Melanoma
SLCO1C1,0.612537448255073,0.496710849231619,0.616451023919246,-0.119740174687627,0.891305672579097,0.702643140397924,0.7032550068398,PD-1,Melanoma
MRPS5,0.098616468687914,5.12287991441072,4.67959370060039,0.443286213810334,0.56543781581022,0.401079870272712,1.15524293677268,PD-1,Melanoma
CSRP1,0.077233666555706,5.94305505531058,5.44439044331785,0.498664611992731,0.536800133916522,0.884724772469961,1.024880316649,PD-1,Melanoma
DCTN1,0.54013788580605,6.24888595645255,6.32576176763719,-0.076875811184642,0.870724895495721,0.130841143004718,0.235275445080841,PD-1,Melanoma
DMD,0.42762690389401,5.13674252071708,5.41674064405059,-0.279998123333507,0.810753224808902,1.77152574497188,1.44399599615589,PD-1,Melanoma
CA4,0.434214678246155,0.749249848148447,0.545887059069289,0.203362789079158,0.813228098734738,1.59903917111884,0.427828861846867,PD-1,Melanoma
CC2D2B,0.897967605752007,1.13889758271978,1.16723587257531,-0.028338289855525,0.979051791115591,0.574941995026632,0.63842116505578,PD-1,Melanoma
CR1,0.333271467435149,3.89515204350201,3.51945942494356,0.37569261855845,0.765207194804493,1.39539876771467,2.15710148477786,PD-1,Melanoma
WDR43,0.414171679912691,6.43991448373026,6.28101086951642,0.158903614213841,0.809159011707599,0.47991610614201,0.471340400275396,PD-1,Melanoma
NT5C3A,0.730733201075762,6.16510076891524,6.25325931659551,-0.088158547680264,0.924754429146022,0.775957676280962,0.854562717957256,PD-1,Melanoma
RHEB,0.003723825932771,6.14758542431944,5.3722453952126,0.775340029106847,0.301727895973747,0.834474873346243,0.828537709419146,PD-1,Melanoma
DEGS1,0.258430356967947,5.28495803125185,5.5281805805585,-0.243222549306651,0.706039990332129,0.39481324227088,0.67869705087099,PD-1,Melanoma
KATNAL1,0.527990887117517,3.50462202476714,3.64763954827361,-0.143017523506466,0.867031435431912,0.643024319736054,0.646216268507974,PD-1,Melanoma
THYN1,0.036157930314733,3.76559918743572,3.27496545746483,0.490633729970886,0.469747963877898,0.624219710144415,0.684573701001854,PD-1,Melanoma
ADAMTS5,0.222228099053909,0.633976043937701,0.482953809681415,0.151022234256287,0.673464878924197,0.337472261843106,0.108022633102419,PD-1,Melanoma
ZNF214,0.021565118307227,0.249207189326357,0.541669076439683,-0.292461887113326,0.431162332908775,0.088675052414433,0.253074495954853,PD-1,Melanoma
RHBDF2,0.364579559196022,4.05265543286012,3.82859494183675,0.224060491023364,0.77846079248582,0.542762412698756,0.887564206935686,PD-1,Melanoma
ELN,0.721570217615516,3.93471545004131,4.11336537750639,-0.178649927465086,0.921108913780337,3.26658829097945,3.10783879154721,PD-1,Melanoma
ICE1,0.732853401689587,4.16664290079734,4.11998768865493,0.046655212142409,0.924019501966519,0.262136887447969,0.220286705927918,PD-1,Melanoma
ANK1,0.672007538219395,0.941302054226123,1.01989297844447,-0.078590924218344,0.908301672597681,0.407020257566284,0.448551976888179,PD-1,Melanoma
PDE3A,0.589028537903166,3.10609985342236,2.87613772778691,0.229962125635447,0.88902885696267,3.29394176248136,1.71035909396392,PD-1,Melanoma
TYRO3,0.510351573139364,3.43366497085649,3.62814661181589,-0.194481640959392,0.861970649312179,0.981893785921052,1.1596058444258,PD-1,Melanoma
FCRLA,0.058188431950653,2.56564257696571,1.62699093950776,0.938651637457945,0.517809774497282,5.30343473781593,1.69922393315421,PD-1,Melanoma
ARHGAP10,0.929919691717597,3.7042533482021,3.7204858139487,-0.016232465746608,0.985618840206018,0.301520124981398,0.500989447913234,PD-1,Melanoma
RGS18,0.061071674007853,1.51559687239855,0.928604822119606,0.58699205027894,0.515177217178569,1.23417181237722,1.1769932566033,PD-1,Melanoma
RAD17,0.274273585277894,4.99607160850072,4.72717172326037,0.268899885240356,0.72116854745571,0.619544352859557,0.829260184133992,PD-1,Melanoma
ESCO1,0.144488554366577,3.888257950902,3.62280812602712,0.265449824874878,0.631932185929957,0.283369662409714,0.478883599112834,PD-1,Melanoma
IL13,0.299013843041529,0,0.054994884344703,-0.054994884344703,0.741275058554645,0,0.054546051566363,PD-1,Melanoma
CACNA1G,0.164958128847424,0.503636278604036,0.703740519879687,-0.200104241275651,0.639680199900778,0.243591700392966,0.264571188224078,PD-1,Melanoma
HECTD1,0.352284326625854,6.48002954290846,6.61778693356562,-0.137757390657166,0.770371762557531,0.306748457024481,0.256110360644136,PD-1,Melanoma
DPP4,0.681601447381551,2.74421574089212,2.57476256092463,0.169453179967488,0.910082765172504,3.20073867455053,1.558550348105,PD-1,Melanoma
MNX1,0.697428720741748,0.522675909154331,0.439418496446843,0.083257412707488,0.913002989440409,0.600163976509851,0.564564161335783,PD-1,Melanoma
FLT3LG,0.648056555572494,2.19040682962007,2.02629776231322,0.164109067306854,0.903289332099461,1.22728814005034,1.84945096563217,PD-1,Melanoma
LMTK2,0.803427753097315,3.96729605167643,3.9140878292243,0.053208222452138,0.949617678229034,0.588143743310506,0.568843774620021,PD-1,Melanoma
SLC44A1,0.670645713691851,4.58084096508356,4.48782655313604,0.093014411947519,0.907257536229003,0.745722644731556,0.521862421784056,PD-1,Melanoma
CHRFAM7A,0.772429837367274,0.889598084504047,0.962801889965926,-0.073203805461879,0.941532648160664,1.0056024226475,0.696294919162736,PD-1,Melanoma
TLN1,0.396741764912543,5.47986712019945,5.33864681958235,0.141220300617094,0.798932566491641,0.246763942460451,0.404138067474166,PD-1,Melanoma
TAF1D,0.333002679729687,5.8490292569341,5.60800698051317,0.241022276420923,0.765160634990825,0.734159287053484,0.797126992469068,PD-1,Melanoma
TRIM24,0.515317944245252,4.23539233412474,4.10274191779613,0.132650416328605,0.865610447534714,0.261692044739105,0.667532667086216,PD-1,Melanoma
FAM153A,0.911227484142305,0.295179010409261,0.278804813923368,0.016374196485893,0.981003294990964,0.202526284291089,0.310690158902182,PD-1,Melanoma
KIAA1549,0.979349158679256,1.91768804526571,1.90996578506328,0.007722260202434,0.9984821389316,1.32784018094759,1.00713012582052,PD-1,Melanoma
HSF5,0.981852717404819,0.167338523975081,0.169127731813113,-0.001789207838032,0.998389866872338,0.053906727248908,0.091476582599312,PD-1,Melanoma
ABCA2,0.39420914841301,4.88019584239076,5.04870850296227,-0.16851266057151,0.79748355319557,0.472529415374967,0.499443242542381,PD-1,Melanoma
ARL16,0.008112612473238,2.89146349023132,2.36592355922899,0.525539931002331,0.316186503862013,0.264062363453638,0.576480395538347,PD-1,Melanoma
BBS9,0.481051085877458,5.88268777448018,5.72070135714346,0.161986417336717,0.843963699952531,0.337823391247751,0.845023478737852,PD-1,Melanoma
ECH1,0.256807547360068,4.85999873201667,4.6062788899505,0.253719842066171,0.705991462787186,0.356841038573584,0.772488088066331,PD-1,Melanoma
U2AF2,0.49893888834888,5.12642750412229,4.98908500847351,0.13734249564878,0.857272788630692,0.215606119955026,0.686854660300369,PD-1,Melanoma
PHF6,0.42895354238074,3.76346556669184,3.55529524242958,0.208170324262257,0.811768873380638,0.498779847696914,1.07443881748539,PD-1,Melanoma
ERMAP,0.643611256215503,2.13205396013677,2.03216335931211,0.099890600824659,0.90199319885641,0.591336641233491,0.5838390432488,PD-1,Melanoma
CCDC151,0.549512200932837,0.290709870272952,0.223617190477819,0.067092679795133,0.87439176572207,0.212743777463343,0.127258284934333,PD-1,Melanoma
GSN,0.849231600576189,7.69869676779265,7.74159260993873,-0.04289584214608,0.965577584259263,0.67838931279045,0.621262120566116,PD-1,Melanoma
NCKAP5L,0.124018544382815,2.64163503043736,2.34496252351693,0.296672506920439,0.605155464587461,0.530918442971669,0.418139199984335,PD-1,Melanoma
LRRIQ4,0.400943417184021,0.074096425811788,0.13087630251624,-0.056779876704452,0.802668908653838,0.0279634277166,0.073583443130439,PD-1,Melanoma
ZNF419,0.13116272659154,4.01826249591067,4.37363034529512,-0.355367849384447,0.614688029186227,0.17899798020144,0.965741360042714,PD-1,Melanoma
