gene,p_value,response_mean,non_response_mean,DE.r.nr.,FDR,response_variance,non_response_variance,Checkpoint,cancer
SUZ12,0.103051688722323,4.04789596295996,3.78349445568302,0.264401507276933,0.570676528014445,0.402425244802668,0.279128620711914,PD-1,Melanoma
CCDC159,0.054335692064253,4.56205971379767,3.96037399384279,0.601685719954876,0.505436845516116,0.471971188979861,1.5911453016048,PD-1,Melanoma
EGFR,0.29426193761438,3.41031531396643,3.95337321745059,-0.543057903484153,0.740827887092949,3.13111093689663,3.46433628062745,PD-1,Melanoma
RPL5,0.668066524176807,9.68422580235626,9.56293720586552,0.121288596490748,0.907756764316147,0.844224450582522,1.09786745669933,PD-1,Melanoma
STAT5B,0.486416339477514,5.54159773999563,5.43029086573054,0.11130687426509,0.847101758626282,0.250092179190331,0.360546693749733,PD-1,Melanoma
PLEKHN1,0.272070397443553,1.28086449578067,1.71676138734007,-0.435896891559405,0.719059874445236,1.32035377287698,2.32246023468026,PD-1,Melanoma
YTHDC2,0.734654132440231,4.72682503988766,4.77914775887984,-0.05232271899218,0.925531945083253,0.240143343634723,0.333637775693308,PD-1,Melanoma
ADAM29,0.670187911751161,0.011173855710614,0.023479840399295,-0.01230598468868,0.907834835143786,0.001359834851952,0.015620466493215,PD-1,Melanoma
PPP1R3D,0.793216599533005,0.242666383515314,0.227925881990783,0.01474050152453,0.945900042587964,0.031226611281183,0.044654304581366,PD-1,Melanoma
AKT3,0.434585306038067,5.53643826316472,5.31038026760061,0.226057995564102,0.813427451240855,0.988245030928844,1.08320149801048,PD-1,Melanoma
NF2,0.004323597782838,5.96517412686362,5.5358852652535,0.429288861610115,0.31696089460375,0.30056579049952,0.243294066394385,PD-1,Melanoma
LPCAT1,0.135110047996893,4.27953092353491,3.74935580602297,0.530175117511936,0.615390292577565,2.06922270599649,1.26567221617366,PD-1,Melanoma
MSN,0.07280792561463,6.03042582718365,5.69535335235437,0.335072474829287,0.529965964462043,0.476011503667769,0.398798372528815,PD-1,Melanoma
TPM4,0.753388328356182,8.65912055665519,8.58535615212609,0.073764404529099,0.932723225978563,0.800448890613301,0.635068260137075,PD-1,Melanoma
B4GALT6,0.972852911026856,3.40482219994519,3.41839828244413,-0.013576082498943,0.99780616690596,1.57532688752311,2.24751753980989,PD-1,Melanoma
EXOSC6,0.599339619453184,1.55333455289663,1.66728093926738,-0.113946386370742,0.886769191877152,0.463405578015489,0.663180928052247,PD-1,Melanoma
TRMT12,0.105695968423829,4.23680193184396,3.77696436084816,0.459837570995795,0.572954026015792,1.03000704232455,0.972930337925757,PD-1,Melanoma
SLAIN1,0.135729806476332,3.06228104069674,2.48918285615663,0.57309818454011,0.614576579618567,1.81560449646772,1.82462951546632,PD-1,Melanoma
DKC1,0.991054278349988,6.54436584363518,6.54228017174357,0.002085671891609,0.997533874808634,0.461349364647401,0.422264059472078,PD-1,Melanoma
AURKC,0.589944078322012,1.53327783667501,1.37753622284989,0.155741613825118,0.889103189991912,0.888315923674852,1.14040859030737,PD-1,Melanoma
PITPNM2,0.221144938943739,2.47590373820995,2.75743248284358,-0.281528744633623,0.672831291509656,0.650651365396139,0.662252449073579,PD-1,Melanoma
IFNB1,0.216662163259931,0.2567246693041,0.076465741053885,0.180258928250216,0.670455076057617,0.620073321396665,0.065831717625292,PD-1,Melanoma
CLVS1,0.048164473515604,0.114317936007309,0.542758763435232,-0.428440827427923,0.509616542799125,0.149468169696326,0.806616435210485,PD-1,Melanoma
SPPL2A,0.923756436221998,5.43347222185592,5.46175688795283,-0.028284666096916,0.985190878811061,0.623757245638843,1.36794778374698,PD-1,Melanoma
HECTD3,0.008767652684763,4.98612731303671,4.46104724257149,0.525080070465211,0.313902356004465,0.590431639312246,0.408440091089574,PD-1,Melanoma
ZSCAN20,0.867452120752685,1.35913459017384,1.38492448525176,-0.025789895077923,0.968764990858729,0.400679310053588,0.245259949105766,PD-1,Melanoma
CNGB1,0.026790304629767,0.141091645265399,0.734812105290021,-0.593720460024622,0.445877556513791,0.104901395741162,1.28915142571814,PD-1,Melanoma
GCM1,0.76339690514566,0.09471284914673,0.082221502003437,0.012491347143293,0.935708228878777,0.014948527795207,0.025459137701095,PD-1,Melanoma
CCNG1,0.970271566115301,5.64293206942505,5.63208636881262,0.010845700612426,0.99648637493963,0.961830941278208,1.12699142987553,PD-1,Melanoma
MIER1,0.168410683356435,5.17584864846417,4.83989115388133,0.335957494582847,0.643345526122162,0.185861598457855,1.04448012929195,PD-1,Melanoma
MAP9,0.739370272216168,1.92316038996995,1.80398064991064,0.119179740059315,0.926922259020188,2.00323704717869,1.40002161054528,PD-1,Melanoma
LCK,0.098880461050575,1.86949475070866,1.39468754566478,0.47480720504388,0.563801739953185,0.969677040294356,1.04318517409164,PD-1,Melanoma
MTMR4,0.41888805674249,4.57870872595654,4.74047127257373,-0.16176254661719,0.810657653494737,0.538569425856651,0.481183640668645,PD-1,Melanoma
CCDC69,0.325766565622335,2.91921046718313,2.55793625406281,0.361274213120322,0.762184844643747,1.49090469382992,1.79889891662124,PD-1,Melanoma
DNAJC16,0.844367567884161,4.34473310174214,4.39131711888111,-0.046584017138967,0.962891756116789,0.353302029962227,0.908847622348963,PD-1,Melanoma
MPV17L,0.20842336066864,0.509751674508404,0.802022561876342,-0.292270887367938,0.664322492234722,0.723541488972134,0.640761639207173,PD-1,Melanoma
ABI1,0.678765659028064,5.48537227562009,5.42153697663952,0.063835298980571,0.911434567879376,0.204226698680295,0.352035937553899,PD-1,Melanoma
ETNK1,0.242687314655127,5.70521856159007,5.49236520475936,0.212853356830718,0.695101620300592,0.272012089121278,0.491928407123056,PD-1,Melanoma
PLEKHG4B,0.843549214161825,1.40356248154167,1.31956820436358,0.083994277178087,0.962671619868147,3.58435291705376,1.55554292364911,PD-1,Melanoma
MYO7A,0.812743925420354,2.32202348785374,2.39309117314369,-0.071067685289958,0.954036807613142,1.12910786924616,1.13694980776749,PD-1,Melanoma
EPHA2,0.304248916379902,4.18805151413564,4.55758014047578,-0.369528626340134,0.744660106147631,1.49986639301405,1.67903444884731,PD-1,Melanoma
ELK4,0.818275415432775,5.4880576844406,5.52497970465912,-0.036922020218517,0.956155599285585,0.261519478380704,0.361110902862322,PD-1,Melanoma
SOBP,0.036492444268871,3.18231996399877,2.44983784624915,0.732482117749616,0.468167649599391,1.50073383028024,1.47326087793011,PD-1,Melanoma
MSI2,0.202082375884715,7.24439193971912,6.78376038209703,0.460631557622088,0.661927271647912,0.797749282897846,2.07738286111727,PD-1,Melanoma
DAXX,0.99436878381414,4.89058473615803,4.89229671561081,-0.00171197945278,0.998259369208913,0.823021584478508,0.696456859753348,PD-1,Melanoma
ZBTB7B,0.18969353585633,2.99516096431848,3.32039357458988,-0.325232610271397,0.653318117339643,0.38607689709607,0.973230596128565,PD-1,Melanoma
MED9,0.582146346198179,2.23657056449726,2.09747471856713,0.139095845930132,0.886025012330298,0.469108992748633,0.990095425831442,PD-1,Melanoma
TAOK2,0.797092987159097,3.65799850577973,3.70975732129084,-0.05175881551111,0.947952610066766,0.747786752834584,0.378075664391351,PD-1,Melanoma
AKR1A1,0.000166887125525,6.17467287199474,5.52589101305221,0.648781858942536,0.513845459490329,0.420556657235685,0.273605970770938,PD-1,Melanoma
C1QA,0.001064104352361,5.97549460167373,4.62106316572582,1.35443143594791,0.21842515339459,2.0478744931565,1.89000745822719,PD-1,Melanoma
LMO2,0.727989422297392,1.13574980083795,1.21141570235287,-0.075665901514921,0.924321414949967,0.679653183377488,0.549318216025545,PD-1,Melanoma
SEMA4D,0.112466450615983,3.17945558245573,3.56948479214335,-0.39002920968762,0.586922375333238,0.863165303544375,0.676207149107333,PD-1,Melanoma
TMEM177,0.182861403732595,2.73081792828633,2.41266923152532,0.318148696761007,0.647905940267734,0.571034007574834,0.783301895618303,PD-1,Melanoma
DISP2,0.597106291448266,0.190203795460315,0.240772899457399,-0.050569103997084,0.88730225452182,0.095872754823354,0.125836548463108,PD-1,Melanoma
CNN1,0.180070063625403,2.39364387707908,1.72919848528991,0.664445391789165,0.643196897798859,4.67961092023785,2.13120155654921,PD-1,Melanoma
ETV5,0.048481093059722,7.26725450347046,6.33356632366871,0.933688179801748,0.506011137392824,1.49166596070337,3.406304903127,PD-1,Melanoma
TFRC,0.007612362662422,6.18248915829138,5.46207860157532,0.720410556716058,0.308400850494688,0.859971036716904,0.856711634532645,PD-1,Melanoma
RHOA,0.293547796206148,6.77012856536886,6.5334020908307,0.236726474538163,0.740240511481351,0.631920946742911,0.634693284660018,PD-1,Melanoma
POU5F1,0.088755535747332,1.4697671903809,1.9900803214275,-0.520313131046598,0.559996505258271,0.92494154510128,1.26973095755249,PD-1,Melanoma
FOXP1,0.859731368037125,4.81197688670112,4.85170615034946,-0.039729263648347,0.968928580595281,0.945931621279194,0.46445026274841,PD-1,Melanoma
MTMR1,0.609357736683417,4.38077508800805,4.52429856488183,-0.143523476873782,0.89131233788515,1.04590624919475,0.962119624862083,PD-1,Melanoma
HIST1H1E,0.096975306700042,7.53716545199045,7.19284808516491,0.344317366825535,0.563371640244203,0.499993255735859,0.544485808671486,PD-1,Melanoma
LAMA1,0.687693400829772,2.16914527872793,2.0210127345366,0.148132544191332,0.911104983285227,2.73235077467133,1.13777376397634,PD-1,Melanoma
HAPLN1,0.201611584809199,0.085964104739766,0.302350359623058,-0.216386254883292,0.662499540691059,0.055875847558053,0.524398041375163,PD-1,Melanoma
CASP3,0.216697767165276,3.38124194898065,3.0390401062006,0.342201842780049,0.669891993074181,0.780662796205236,1.05001932525243,PD-1,Melanoma
MDH1B,0.431535464649267,0.943213242512227,0.774391207772365,0.168822034739861,0.813654437020878,0.594094064632058,0.568053094312278,PD-1,Melanoma
SLFN12L,0.127815386017269,2.10584408918798,1.67479120743214,0.431052881755838,0.610145075266932,0.904919476567605,1.03464610188034,PD-1,Melanoma
SLC22A3,0.452836750670259,1.38799779741746,1.16161806715734,0.226379730260127,0.825997840825669,1.01182000976263,1.21225821307365,PD-1,Melanoma
KLC3,0.024845931511823,0.644898654110849,1.40860811669196,-0.763709462581107,0.44220013366995,0.417308539507606,1.93636425909225,PD-1,Melanoma
HERC2,0.250102310065666,6.08679581343826,6.31570604955102,-0.22891023611276,0.698155043238608,0.702899910089879,0.376015621133508,PD-1,Melanoma
ZNF680,0.158573204213356,4.20032525623355,4.66664592235336,-0.466320666119814,0.635738145537662,0.513346308193024,1.8227413670334,PD-1,Melanoma
PTPN6,0.304188757786733,4.72835768419714,4.35412871816137,0.374228966035766,0.745105159288267,1.79565290615046,1.57753710671763,PD-1,Melanoma
GNL2,0.234738840939172,6.04380911817906,5.75622955079725,0.287579567381807,0.686382612774654,0.276981800594457,0.981010626865558,PD-1,Melanoma
FLNC,0.956536839948499,2.58456374353956,2.60787453556933,-0.023310792029772,0.992310286456007,3.36164313419392,1.71681510819393,PD-1,Melanoma
THEM4,0.085291037930954,4.12129171349952,4.62257752271166,-0.501285809212134,0.550547391592049,0.789174325758826,1.18032260200241,PD-1,Melanoma
BRIP1,0.719331680682279,3.24318792630346,3.14261159401411,0.100576332289354,0.921307090191654,0.787004206399181,1.09783839204369,PD-1,Melanoma
RABL2A,0.461113986669203,4.5096825821297,4.25277525231178,0.256907329817922,0.829789576244579,1.00477384010145,1.81421246445974,PD-1,Melanoma
TLR4,0.638390661726514,3.19269393592577,3.03680014464947,0.155893791276296,0.900827152821236,1.00846072177601,1.59457666995156,PD-1,Melanoma
NMU,0.863745524021944,1.08242466511897,1.01415360959836,0.06827105552061,0.969548840125252,1.56933133097902,2.23266523124975,PD-1,Melanoma
LRRC4,0.945442987729899,2.07098049214805,2.05693371846583,0.014046773682214,0.987120705059464,0.534024819493611,0.529651027313144,PD-1,Melanoma
N4BP2,0.219461574227714,2.73758975425076,2.96957991190432,-0.231990157653557,0.673030066780011,0.38772271320065,0.474786386377231,PD-1,Melanoma
EPHA10,0.402364855545373,0.079484560385468,0.146742062610627,-0.067257502225159,0.803425026085736,0.040511293049832,0.10329640776261,PD-1,Melanoma
LY75-CD302,0.575259291284457,2.06887882960766,1.88452402310487,0.184354806502793,0.884285251055837,1.21523762440347,1.44204323733386,PD-1,Melanoma
GXYLT1,0.404384702316187,2.75293548272064,2.59143972517937,0.161495757541279,0.803809230749863,0.689340200977701,0.347171757012544,PD-1,Melanoma
PPM1F,0.371500617551073,3.90886365393617,3.67409920536175,0.234764448574421,0.780785256955463,0.607386425034245,1.00658596667242,PD-1,Melanoma
ITGA6,0.481737851386215,6.07082329183555,6.26803929602865,-0.197216004193097,0.84468726903084,0.896395081354616,1.03628476197465,PD-1,Melanoma
CPM,0.581049540534198,4.30406675156664,4.08788041372468,0.21618633784196,0.886107744083603,1.47602827601639,2.18253859943148,PD-1,Melanoma
FANK1,0.86205082846019,1.40056441918444,1.44712980961427,-0.04656539042983,0.969413623385291,1.03091364876088,0.834868438981474,PD-1,Melanoma
JAK3,0.541021986563736,3.36869603337075,3.19851516628154,0.170180867089206,0.871237812044845,0.8545679650139,1.04036885253996,PD-1,Melanoma
ARAP3,0.904856455016046,3.17010387032053,3.20674635303063,-0.036642482710096,0.979280500876768,0.930506649594933,1.32673235739273,PD-1,Melanoma
EEF1A1,0.067699093338882,11.8331260225065,11.4045035372728,0.428622485233722,0.522419820527365,0.523433195523091,0.755224681664829,PD-1,Melanoma
FGFR1OP,0.122201499034976,4.14587304363768,3.73224193009483,0.413631113542849,0.605891168323174,0.673121650535634,0.999679581601315,PD-1,Melanoma
KLK1,0.178205241702014,0.644165236234136,0.346854268799202,0.297310967434934,0.644006970892608,0.819520815915175,0.484066353131352,PD-1,Melanoma
PCM1,0.394249112911634,7.30614861543283,7.16009469098297,0.146053924449862,0.797040721375523,0.230372780213542,0.444911622728748,PD-1,Melanoma
DEFB134,0.423867028135189,0.173041167826521,0.304741877472642,-0.131700709646121,0.813644999768233,0.200888177304389,0.417500938332533,PD-1,Melanoma
TNFSF11,0.114824752658492,1.0220006461404,0.547235202752601,0.474765443387795,0.59220337258877,1.83976509894456,0.711667278500253,PD-1,Melanoma
AEBP1,0.248120430713578,9.49654945870625,10.0074284596931,-0.510879000986883,0.698320663772493,1.65542474268048,2.87193148659772,PD-1,Melanoma
ZNF418,0.506083716871513,3.00878370780721,3.2235514145424,-0.214767706735187,0.860426153642953,0.992248984221679,1.48710878853719,PD-1,Melanoma
KLHL6,0.126751327574803,1.82617788342905,1.35909563446904,0.467082248960015,0.608841400316407,1.51249258270121,0.953064205181027,PD-1,Melanoma
DDB2,0.267215288722798,4.81095217342046,5.08425843616276,-0.273306262742304,0.716686301374126,1.08999887068975,0.569542214643374,PD-1,Melanoma
CLPTM1L,0.013300550301691,6.66781653743078,6.0781175267265,0.589699010704284,0.359231529639522,0.934774275120439,0.529047478714145,PD-1,Melanoma
MEOX2,0.440110702306704,0.846118855164949,1.01080221357305,-0.164683358408101,0.818297616184988,0.442884746201999,0.641767682402855,PD-1,Melanoma
CTCF,0.866520539308339,5.05866547118049,5.0845075204812,-0.025842049300707,0.969482827227608,0.313435498683953,0.289297978598461,PD-1,Melanoma
PICALM,0.372652073187364,7.75756853972211,7.87311302852793,-0.115544488805815,0.781604722986304,0.167348062792183,0.23411587763661,PD-1,Melanoma
VEZF1,0.034242033352047,5.74313043385768,5.34362819387708,0.3995022399806,0.458396611699797,0.262020299489986,0.523932243895427,PD-1,Melanoma
CNOT1,0.666520471593613,6.80575630597323,6.85934321510993,-0.053586909136697,0.908864717465338,0.208363018665896,0.186933965037243,PD-1,Melanoma
SFI1,0.174569353682474,4.78307039856624,4.50884109803419,0.274229300532052,0.648370373930442,0.5251805402646,0.494365694713994,PD-1,Melanoma
MTOR,0.396668970174025,5.01771680053898,4.91407905380731,0.103637746731672,0.79930874290957,0.161901645858394,0.201358699954623,PD-1,Melanoma
SMTNL2,0.497617319186918,0.473976186493156,0.328751183754864,0.145225002738292,0.856914835445482,0.665379116975198,0.525281094366906,PD-1,Melanoma
INHBB,0.85787998517039,0.34685262409765,0.330514959843486,0.016337664254163,0.968259704669953,0.090682015664209,0.112863352248244,PD-1,Melanoma
RHOH,0.182314618102815,1.10617044266924,0.781712415867404,0.324458026801831,0.648206361591879,0.783531526312591,0.705800444883641,PD-1,Melanoma
TFAP4,0.246738176840147,3.11768314257567,2.80145020368076,0.316232938894906,0.698259969201116,0.468138175755637,1.18466264654456,PD-1,Melanoma
RARS2,0.025919958148065,5.83295204925195,5.49737765687962,0.335574392372334,0.443375284099406,0.217987547445456,0.303552386237626,PD-1,Melanoma
TREML2,0.875277459242979,0.078746203783441,0.070764550064328,0.007981653719113,0.971864153266906,0.057987855728575,0.018405011467882,PD-1,Melanoma
DNAJB11,0.015578527539207,4.73055891799483,4.05192327121664,0.678635646778189,0.393166281091953,0.687591081898321,1.07856346332073,PD-1,Melanoma
FOXRED2,0.18829509455607,3.6277192869707,3.30891986747871,0.318799419491983,0.653619612331612,0.745862115403555,0.718283003837635,PD-1,Melanoma
JSRP1,0.000847707755934,2.88774136458574,1.94703871675649,0.940702647829247,0.261009218052042,0.683847369032654,1.02039686509581,PD-1,Melanoma
A2M,0.152513816736485,8.29976089241469,7.66557676540197,0.634184127012715,0.634581137475184,2.65727351569642,2.30195569260687,PD-1,Melanoma
RECQL5,0.070708210322755,4.01476218830524,4.3887718667593,-0.374009678454062,0.52587096517817,0.664846525115443,0.444223700778385,PD-1,Melanoma
DUSP4,0.417999342626062,3.63130188164398,3.29702640363045,0.334275478013529,0.810465979814638,2.62179979811156,1.86203456329907,PD-1,Melanoma
ZNF268,0.223110632943823,3.2276758987042,3.46352757585072,-0.235851677146518,0.674148811417106,0.473511010036904,0.461601724776572,PD-1,Melanoma
LIPA,0.009190464739268,5.39881931871011,4.53733961038404,0.861479708326067,0.321561828775053,1.1403475658718,1.37660512688897,PD-1,Melanoma
ZNF165,0.569497817286623,0.520878207874883,0.59475047804265,-0.073872270167767,0.882034094278426,0.195210602637945,0.22139986315358,PD-1,Melanoma
WNK1,0.508602974985468,8.54104674309165,8.43991645774049,0.101130285351154,0.861379845973739,0.198021882421668,0.347451272892797,PD-1,Melanoma
RHOB,0.292094023698308,3.66791644864776,3.45940441936509,0.208512029282673,0.740211933306246,0.717089063109033,0.361010691617654,PD-1,Melanoma
EWSR1,0.670241084331282,7.48057637319593,7.53483583685156,-0.054259463655635,0.907507607148644,0.212804405058683,0.199639826859874,PD-1,Melanoma
KIF4B,0.354434921676091,0.231876565445613,0.17704603032991,0.054830535115703,0.77015181640133,0.050203949665198,0.040287636198068,PD-1,Melanoma
BTNL2,0.19330971703524,0.066049651924069,0.225795466824359,-0.159745814900291,0.654786159242578,0.027150155667468,0.276458648518593,PD-1,Melanoma
RBM20,0.410292560585303,0.799362922704777,1.01638442142424,-0.217021498719463,0.808247468996896,0.909332525093316,0.848403455728204,PD-1,Melanoma
PALB2,0.469635108396251,4.55746167199656,4.41270979723782,0.144751874758747,0.835359040295815,0.743847723302301,0.368036746582037,PD-1,Melanoma
CCR4,0.555491514571116,0.73843954235284,0.625233527868095,0.113206014484745,0.876657290294447,0.317527716793552,0.544820760257328,PD-1,Melanoma
FAH,0.680054021961942,5.58656427427843,5.45860424483894,0.127960029439489,0.910385362443834,1.07970563938288,1.28578587480843,PD-1,Melanoma
HOXC11,0.213492092705755,0.484137587807698,0.706235229566201,-0.222097641758502,0.668710227305208,0.309679450022266,0.444195450459889,PD-1,Melanoma
CCDC74A,0.275469722689897,1.56670000043342,1.90929830603543,-0.342598305602001,0.721847894606122,1.46722273947824,1.09783225622212,PD-1,Melanoma
NPC1L1,0.932688108093529,0.249557376255584,0.241495651075021,0.008061725180563,0.986854530865971,0.13058854571758,0.106054211446429,PD-1,Melanoma
TEKT4,0.24576291076704,0.066676502699112,0.151399222620121,-0.084722719921009,0.698066422741437,0.015094719431221,0.09494038689535,PD-1,Melanoma
ST8SIA1,0.232979239340236,3.36276960657461,2.90443959016556,0.458330016409053,0.68514143068633,2.27040979174125,1.5942843606404,PD-1,Melanoma
BCAT1,0.726026284263167,2.9743760545271,2.83421463082349,0.140161423703617,0.924497489349169,2.48461551673708,1.75216741968514,PD-1,Melanoma
COL1A1,0.75934694229912,8.76556654096719,8.65475449093833,0.110812050028862,0.935585928506998,1.36333417048982,1.80745989562382,PD-1,Melanoma
SPINT1,0.895077428882631,3.18566583796497,3.24605975758675,-0.06039391962178,0.979020747257414,2.11157520591937,2.94076232078862,PD-1,Melanoma
RXRA,0.052327600404983,3.86156055160739,4.21292109953475,-0.351360547927362,0.506656231594159,0.247528900381945,0.483267282530059,PD-1,Melanoma
HOXC12,0.062824049331764,0.036065717824599,0.146355260147119,-0.110289542322521,0.514455446522608,0.016414494001359,0.05764691294995,PD-1,Melanoma
CCNE1,0.673959713892155,2.45004331324279,2.33086398344296,0.119179329799831,0.908945229554948,0.832887765254677,1.10898168685817,PD-1,Melanoma
CALB1,0.588503129775202,0.29208040483796,0.371679855530441,-0.079599450692482,0.88954400421102,0.166748796362887,0.331086032639727,PD-1,Melanoma
ADAMTS3,0.426250694647555,1.11314856674512,1.39853759109402,-0.285389024348906,0.811642479171195,1.33605035160495,1.76687724376035,PD-1,Melanoma
RAI1,0.457893710426545,6.16954382378746,6.00528270940997,0.164261114377491,0.828838762141877,0.963125155765857,0.419077714100531,PD-1,Melanoma
FRMD4A,0.583944795148449,3.91656211421148,4.06539161242967,-0.148829498218186,0.887446211383057,1.16857287639343,0.794402950641103,PD-1,Melanoma
BTG1,0.410353812766529,5.19746824620907,5.38806770226225,-0.190599456053186,0.80785127206403,0.557930563467087,0.734840405924401,PD-1,Melanoma
FAS,0.668940103201926,5.08894823833732,4.93869741197876,0.150250826358558,0.907741991079211,1.43186172886486,1.62216584554668,PD-1,Melanoma
CDKN1B,0.260705635998714,5.05626115653516,4.79260965328016,0.263651503255004,0.709737093934606,0.583704477291079,0.740824009218115,PD-1,Melanoma
EPYC,0.963981364591948,0.44645229642189,0.456090637299504,-0.009638340877615,0.993672119711619,0.550429063954707,0.587693740208057,PD-1,Melanoma
BTK,0.14495235273665,3.65913474340169,3.21516600344887,0.443968739952815,0.633061410037085,0.694825342853825,1.3984669994253,PD-1,Melanoma
NPM3,0.167733822952828,4.2785419418495,3.78687202367074,0.491669918178759,0.642353782178801,1.77068828425982,1.4620617643653,PD-1,Melanoma
NUFIP2,0.5201914957803,5.6339537526324,5.51513071832327,0.118823034309133,0.865767359733807,0.402196314521049,0.443645966996195,PD-1,Melanoma
KCNQ4,0.037039438432721,0.92727648156084,0.559696782332961,0.367579699227879,0.46931864582036,0.547721392297588,0.279666325576855,PD-1,Melanoma
LMCD1,0.903821998174147,3.46754368481948,3.43078229728682,0.036761387532658,0.979538166975783,1.05926855837208,1.2268178825305,PD-1,Melanoma
ANKRD9,0.1194917200834,1.71169665776257,1.36629011336494,0.345406544397623,0.600187611968658,0.542584325045909,0.641986305706408,PD-1,Melanoma
PRDM15,0.219273540203286,3.73338660703018,3.36886705548498,0.3645195515452,0.674468761524393,1.12702036486644,1.07591158033348,PD-1,Melanoma
RAD54B,0.589045422289059,2.83533045320179,2.65494949076782,0.180380962433972,0.888618743374823,1.60840736423108,1.28627790634618,PD-1,Melanoma
DNMT3A,0.445145416138064,4.49687286565479,4.67093483845876,-0.174061972803972,0.821211945050388,0.354673890813208,0.817528537350919,PD-1,Melanoma
ABCA1,0.080452798894407,5.38431369142976,5.80323833825238,-0.418924646822623,0.545625920255242,0.627662161998032,0.745506608405263,PD-1,Melanoma
TAC4,0.936792016612419,1.21373626506799,1.23812880534234,-0.024392540274347,0.988818175916914,0.785044227478657,1.420599998483,PD-1,Melanoma
TMEM161A,0.007352558348852,3.60854065139853,2.99531818836026,0.613222463038265,0.314423988279399,0.538523525903447,0.659025352609643,PD-1,Melanoma
ZNF721,0.75213407645773,5.49167230728681,5.43516199453329,0.056510312753518,0.931919847651248,0.42246114791915,0.392528792801585,PD-1,Melanoma
JPH4,0.145494197085854,0.909372378970818,0.578445829526388,0.33092654944443,0.630065587661523,0.613124814793305,0.65281412012319,PD-1,Melanoma
UGGT2,0.665057412089887,5.03120910607552,5.12849878820076,-0.097289682125241,0.908076173758209,0.469652156643965,0.728234912320784,PD-1,Melanoma
PDE3B,0.776700166997803,3.85887296678247,3.75419763493876,0.10467533184371,0.94226155011278,1.7999105462421,1.6690977517278,PD-1,Melanoma
TMPRSS2,0.051213235902914,0.931948261650128,0.371391385313952,0.560556876336177,0.510309234126447,1.82494542895069,0.546760266712035,PD-1,Melanoma
POU2F2,0.018444787149476,2.84426296403001,2.00933838339643,0.834924580633576,0.411532606037934,1.36620315275005,1.57557568542425,PD-1,Melanoma
KIR2DL4,0.178226219694105,0.72701261404812,0.416448642276761,0.310563971771358,0.643327702741089,0.85218116668015,0.551772584181067,PD-1,Melanoma
GPRIN2,0.050473358662653,0.057992581266691,0.212689732597532,-0.154697151330841,0.509532692860032,0.013031880437617,0.111239892503815,PD-1,Melanoma
SAFB,0.909945169901099,6.83690871423359,6.86262549129476,-0.025716777061166,0.980651444916165,0.486451483366567,0.744013548497635,PD-1,Melanoma
FOXJ2,0.977289006895522,3.639485159177,3.64398940443682,-0.004504245259819,0.998365246261218,0.401515326964485,0.267625597856484,PD-1,Melanoma
WDFY2,0.153350434830297,1.44132881336862,1.70316340007551,-0.261834586706889,0.634631705433448,0.404543593748894,0.422135385372277,PD-1,Melanoma
RNF144B,0.657492878670923,2.52442136247321,2.39028612555224,0.134135236920967,0.906592285458026,1.3686034345202,1.03059679354806,PD-1,Melanoma
ZNF799,0.355338476877261,2.74285968682779,2.94675628706978,-0.203896600241986,0.770483922750061,0.279839311794757,0.792282406573154,PD-1,Melanoma
PAPSS2,0.467596694884028,3.3327846821349,3.11481161848791,0.217973063646982,0.833659654631108,2.36703513900277,0.438064369732975,PD-1,Melanoma
COL13A1,0.069923328742011,0.995263243781792,1.57350962105473,-0.578246377272939,0.525107144382077,0.759413948691352,1.51434279807755,PD-1,Melanoma
CYP2U1,0.313710143994752,2.10671995797279,1.85531406544084,0.251405892531953,0.750515565936164,0.93220927894963,0.691125360570474,PD-1,Melanoma
MELK,0.008964735992376,3.80003818759549,3.00672094488966,0.793317242705824,0.317269219776174,1.30196021371911,0.968381879691818,PD-1,Melanoma
TRIM50,0.984062810491075,0.243848227603708,0.246809736303467,-0.002961508699759,0.997671845078044,0.390197221072796,0.21392369001042,PD-1,Melanoma
NEURL4,0.602422274378105,4.3344300613163,4.23598016225431,0.098449899061995,0.888342041575759,0.503389143320961,0.418862447878198,PD-1,Melanoma
RUNDC3A,0.022351030361699,0.742801920133826,1.35848840159607,-0.615686481462243,0.430117640522944,0.60307262893828,1.02100383220735,PD-1,Melanoma
FUBP1,0.944053590678751,6.01826315040452,6.00664469118326,0.011618459221254,0.987679580597987,0.109513319574244,0.477486736418129,PD-1,Melanoma
DRD4,0.522233603444002,1.9518545086316,1.76208758078406,0.189766927847549,0.864493153228001,0.882983107773342,1.22824613500769,PD-1,Melanoma
ZNF860,0.967333031334271,2.68602331420557,2.67322139978278,0.012801914422791,0.995128100059546,1.57690745986916,1.03921498038218,PD-1,Melanoma
KCNN3,0.02930780405999,1.27788904387002,0.878007917565155,0.399881126304863,0.451193643503544,0.502434485698028,0.351487869871421,PD-1,Melanoma
SHOC2,0.826260247717826,5.7442653815417,5.70649462271497,0.037770758826736,0.956052349764444,0.32327738611842,0.40101562718004,PD-1,Melanoma
PHC2,0.090280866031398,5.31019891703643,4.86935087484448,0.440848042191944,0.558182302230272,0.348208856401726,1.10058120214897,PD-1,Melanoma
TPM3,0.204210511488997,8.75048325309994,8.49225892086137,0.258224332238573,0.664655565406578,0.412283675242806,0.570159954404544,PD-1,Melanoma
