MP5	MP4	MP2	MP1	MP3	MP6	cancer	pop	depmapID
-4.66349778673182	-3.04993516296179	-2.73434439944064	-1.37297519855379	-1.6374212181247	-2.74561805783417	THCA	EAA	ACH-001528
-4.64014358034534	-4.57329116370699	-2.0350617692007	-1.24774059620345	-2.14828955450208	-3.00162420628376	EAC	EAA	ACH-001544
NA	0.707257848204085	NA	1.63263447422713	1.67939320639895	-1.99035854595209	COAD	EA	ACH-001546
-5.10040488236105	-1.85237007682285	-2.1654120632266	-1.34017059326402	-1.99858358707814	-3.1275885264069	OV	EA	ACH-001630
-4.37851652698809	-2.81649816135385	-2.0370340026115	-1.55441598931018	-2.28153838425556	-3.01191724852665	STAD	NA	ACH-001653
NA	-2.36278572161019	-2.46426467707852	-0.728659276691688	-1.91384063693722	-2.55638425309648	EAC	NA	ACH-001654
NA	-3.83410401833048	-2.46951559779595	-1.24740113054585	-1.15896391032467	-3.03875628588974	BRCA	AA	ACH-001820
NA	-1.85049057239724	-4.10820482301001	-1.31315074646313	-2.69518633323236	-2.77592192126866	LUAD	AA	ACH-002089
NA	-3.87919420651842	NA	-1.56624102716039	-1.74472023750955	-4.10689252682087	KIRC	EA	ACH-002090
NA	-0.942566176920407	-3.56825739998448	-2.1022883783375	NA	-3.3742141715156	LUAD	AA	ACH-002101
NA	-1.54343942755857	-4.72509177683871	-1.00982245178489	-1.3723836192697	-4.85631734485333	LUAD	EA	ACH-002102
NA	-1.07143711466011	-2.22867637186619	-1.35863608208402	-1.49654945593942	-2.59649667897285	STAD	EAA	ACH-002122
NA	-3.05228144902255	-2.59856543999204	-1.98148658016652	-1.5123861551744	-4.04701188992666	KIRC	EA	ACH-002139
-3.72492340838634	NA	-2.97379925583381	-1.49881899636634	-1.91510647116373	-3.03670052087834	OV	EA	ACH-002140
NA	-1.93069682994403	-2.09015795806381	-0.865001529374774	-1.65538051911453	-2.6571266460326	STAD	EAA	ACH-002141
NA	-2.59076490970886	-3.33855321480141	-1.20183828840084	-1.73871082862308	-3.66535168855465	OV	EAA	ACH-002146
NA	-4.7232610340206	-2.0720721251009	-1.14133548214529	-1.38189208510525	-3.96974133597232	THCA	EA	ACH-002148
NA	-3.26086581077161	-3.39603484205555	-1.10342028972882	-1.75911186153689	-2.26159704819764	OV	EAA	ACH-002149
-5.24077804322934	-3.8457058068255	NA	-1.58796735587959	-1.67477204510922	-2.52650087715151	KIRC	EA	ACH-002150
NA	-2.88837402263767	-3.86320962842946	-1.82908039917567	-1.45024908680099	NA	KIRC	EA	ACH-002151
NA	-3.95419574042245	-2.23662321576435	-1.52545091990933	-2.68786534241527	-3.35337349846735	KIRC	EA	ACH-002155
NA	-2.55329162000299	0.59756258216966	-0.609707308058638	-0.877870329079572	-0.96401949206359	LUAD	EAA	ACH-002157
NA	-2.5226873044336	-2.56625881995561	-0.819403521625997	-2.31929837705137	-2.75231612111122	STAD	EAA	ACH-002161
-2.4683555318457	-2.11868758815365	0.301211453442296	-1.73258720666552	-1.38002412363609	-1.97656544503524	BRCA	EAA	ACH-002163
NA	-4.11733812582242	NA	-1.66952417624605	-2.39613981491976	-3.24712187843787	KIRC	EAA	ACH-002167
NA	-2.62814824457567	-2.76209123857449	-1.06281402061922	-2.02459019921514	-3.71703594458352	KIRC	EAA	ACH-002168
NA	-1.79271031768636	-1.50034174493524	-1.37111316636344	-0.484210078479381	-3.10719723060642	BRCA	EAA	ACH-002179
-2.50736243327689	-1.81791476170782	-1.85201184096308	-1.12075401418283	-1.0544832367883	-2.58733584957044	OV	AA	ACH-002181
-3.79356911411171	-2.39206686186283	NA	-1.3078818196959	-2.58447301597185	-2.80769741451128	OV	EA	ACH-002182
-2.21490727409767	-1.34421883209988	-1.89104683521693	-1.38482323925095	-1.43059442546751	-3.43302348123893	OV	EAA	ACH-002183
-2.83237829988576	-2.74501714403257	NA	-1.03959037103224	-1.75010280221773	-1.82563402111307	LUAD	EAA	ACH-002184
NA	-2.83521717076083	-2.8998979373031	-0.766225528134476	-2.46045708296247	-3.33044837402644	KIRC	EA	ACH-002187
NA	-3.33262121323201	-3.69333835763315	-1.19839902240761	-2.45423682324703	-2.79267979018582	KIRC	EA	ACH-002188
NA	-2.33478684944311	NA	-0.940223130281014	-1.09398869470659	-2.78207512989009	KIRC	EA	ACH-002189
NA	-3.1830570512527	-2.85459878239428	-1.28765904014719	-2.40786954427733	-2.97641051810312	KIRC	EA	ACH-002190
-4.09887835114528	-4.25504245215505	-3.44593544451527	-1.49063101754211	-1.60497724617944	-2.58923341822124	KIRC	EA	ACH-002191
NA	NA	-2.11205607876824	-1.23399749649241	-2.85950355296055	-2.04435580042203	KIRC	EA	ACH-002192
NA	-2.03949307074011	-2.34718589926102	-1.34838052617144	-1.65848230985588	-3.12730529786883	KIRC	NA	ACH-002195
NA	-3.88696129613256	-1.1831407998512	-0.934919477521439	-1.1101188733368	-2.6137951944666	STAD	NA	ACH-002198
NA	-0.507460437882223	-2.4969261780769	NA	-3.337380211144	NA	KIRC	NA	ACH-002199
-3.58327821625386	-2.53872810213688	-1.64904297229603	-1.2280592533543	-1.09556796197643	-2.44768092735635	STAD	EAA	ACH-002202
NA	-2.31906797608535	-0.76072082490222	-1.30250611821734	-1.5892940979277	-2.39769023403817	BRCA	EA	ACH-002208
NA	NA	-2.52037151442989	-0.788754457391005	-1.65458927493918	-2.88392798870235	GBM	EA	ACH-002223
NA	-2.82132874529208	NA	-0.753663242602598	NA	-2.80924638521749	GBM	EA	ACH-002224
NA	-1.74205152633394	-2.47124277372793	-0.570707341988827	-1.62601578040686	-2.41518922809562	GBM	EA	ACH-002225
NA	-3.39465559478738	-3.29763342328235	-0.846352430264859	-1.37987388744193	-2.30378582699041	GBM	EA	ACH-002227
NA	NA	-3.55631876575162	-0.652296846633775	-1.87721584548185	-2.88358761642854	GBM	EA	ACH-002228
NA	-2.32381777299566	-2.08497582581743	-1.41349368161233	-1.81759281538093	-2.70531966656424	GBM	EAA	ACH-002230
NA	NA	NA	-0.683505033178226	-2.07650180344503	-2.50431885903365	GBM	EA	ACH-002231
-3.02292042167382	-1.9236557283977	-2.49005909819705	-0.798797362585105	NA	-3.39343831945787	COAD	EA	ACH-002233
-4.54010958609508	-3.24776318629403	-0.295082207564677	-0.961074034302794	-1.38649938203858	-3.98768235910476	EAC	AA	ACH-002243
NA	-3.47022331567343	-0.646438355318297	-1.90082110901593	-1.48953783707186	-1.8672526591148	EAC	EAA	ACH-002263
NA	-2.79319416139809	-0.839093121618895	-1.15121210045937	-1.17144038282598	-2.0705419965254	EAC	EAA	ACH-002264
NA	NA	NA	-0.361472155834792	-2.89776382704283	-3.70820823895724	GBM	EA	ACH-002268
NA	NA	-1.70614139643451	-1.68772165340259	-1.77782426689654	-4.01247869217045	GBM	EA	ACH-002269
NA	0.814672497822967	-1.66407633888142	0.874623695838534	1.39041071675472	-2.11530511301792	COAD	EA	ACH-002287
NA	-3.93209453656036	-2.36874321858586	-1.39011396333025	-1.48915925630101	-2.74863987959938	EAC	EA	ACH-002292
NA	-2.5404552727727	-2.81050564220454	-0.737081221126297	-1.52241800953881	-3.40526266611746	STAD	NA	ACH-002301
-2.42271473554954	-1.15336818930848	-1.85559758590058	-0.968540259945184	-1.73918726091523	-2.46152200301664	GBM	NA	ACH-002304
NA	NA	-2.1050974243073	-1.2748933989708	-2.8637573251216	-2.54103913871288	STAD	NA	ACH-002306
NA	NA	-0.793403004021136	-0.94128896454734	-1.33253808955954	-3.201431898008	EAC	EAA	ACH-002311
-4.2906110873554	-2.12397493277034	-1.72192745819247	-1.18533104079712	-1.40241047316194	-4.31750723543875	COAD	EAA	ACH-002345
-3.53126568933425	-2.7026862245764	-2.51405710680658	-0.959554798018979	-1.49209766643946	-1.73534280435772	COAD	AA	ACH-002394
-4.11155937306652	-2.47010828597695	-1.96802463815888	-2.26462819397306	-1.80626266238	-3.61853654365216	THCA	NA	ACH-002397
